Goleiros/Guarda-Redes,Defensores/Defesas,Meias/Médios,Atacantes/Avançados
Manuel Neuer,Stefan de Vrij  Mats Hummels  Thiago Silva  Marcos Rojo,Toni Kroos  Oscar  Philipp Lahm  James Rodríguez,Arjen Robben  Thomas Müller
