Goleiros/Guarda-Redes,Defensores/Defesas,Meias/Médios,Atacantes/Avançados
Manuel Neuer,Mats Hummels  Thiago Silva  David Luiz  Marcelo,Toni Kroos  Ángel Di María  James Rodríguez,Neymar  Thomas Müller  Lionel Messi
